country,model_family,target_date,forecast_origin_local,forecast_origin_utc,information_cutoff_utc,timestamp_utc,interval_end_utc,timestamp_local,local_date,actual_load_mwh,forecast_mwh,bridge_used,source_timestamp_utc,source_kind,is_target_day,evaluated
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 03:00:00+00:00,2025-02-10 04:00:00+00:00,2025-02-10T04:00:00+01:00,2025-02-10,50299.92,49168.39,False,2025-02-03 03:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 04:00:00+00:00,2025-02-10 05:00:00+00:00,2025-02-10T05:00:00+01:00,2025-02-10,53848.85,52444.86,False,2025-02-03 04:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 05:00:00+00:00,2025-02-10 06:00:00+00:00,2025-02-10T06:00:00+01:00,2025-02-10,62262.62,59755.9,False,2025-02-03 05:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 06:00:00+00:00,2025-02-10 07:00:00+00:00,2025-02-10T07:00:00+01:00,2025-02-10,67720.86,66155.26,False,2025-02-03 06:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 07:00:00+00:00,2025-02-10 08:00:00+00:00,2025-02-10T08:00:00+01:00,2025-02-10,70353.79,68945.69,False,2025-02-03 07:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 08:00:00+00:00,2025-02-10 09:00:00+00:00,2025-02-10T09:00:00+01:00,2025-02-10,71037.33,69566.84,False,2025-02-03 08:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 09:00:00+00:00,2025-02-10 10:00:00+00:00,2025-02-10T10:00:00+01:00,2025-02-10,71587.82,69699.28,False,2025-02-03 09:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 10:00:00+00:00,2025-02-10 11:00:00+00:00,2025-02-10T11:00:00+01:00,2025-02-10,71863.22,69643.84,False,2025-02-03 10:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 11:00:00+00:00,2025-02-10 12:00:00+00:00,2025-02-10T12:00:00+01:00,2025-02-10,71530.97,68789.85,False,2025-02-03 11:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 12:00:00+00:00,2025-02-10 13:00:00+00:00,2025-02-10T13:00:00+01:00,2025-02-10,71448.94,67920.14,False,2025-02-03 12:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 13:00:00+00:00,2025-02-10 14:00:00+00:00,2025-02-10T14:00:00+01:00,2025-02-10,70237.26,66585.07,False,2025-02-03 13:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 14:00:00+00:00,2025-02-10 15:00:00+00:00,2025-02-10T15:00:00+01:00,2025-02-10,69290.68,65236.99,False,2025-02-03 14:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 15:00:00+00:00,2025-02-10 16:00:00+00:00,2025-02-10T16:00:00+01:00,2025-02-10,69168.64,65156.3,False,2025-02-03 15:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 16:00:00+00:00,2025-02-10 17:00:00+00:00,2025-02-10T17:00:00+01:00,2025-02-10,72120.92,68155.23,False,2025-02-03 16:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 17:00:00+00:00,2025-02-10 18:00:00+00:00,2025-02-10T18:00:00+01:00,2025-02-10,73879.92,69223.68,False,2025-02-03 17:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 18:00:00+00:00,2025-02-10 19:00:00+00:00,2025-02-10T19:00:00+01:00,2025-02-10,72828.82,67977.56,False,2025-02-03 18:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 19:00:00+00:00,2025-02-10 20:00:00+00:00,2025-02-10T20:00:00+01:00,2025-02-10,68779.79,64680.43,False,2025-02-03 19:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 20:00:00+00:00,2025-02-10 21:00:00+00:00,2025-02-10T21:00:00+01:00,2025-02-10,64822.0,61881.73,False,2025-02-03 20:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 21:00:00+00:00,2025-02-10 22:00:00+00:00,2025-02-10T22:00:00+01:00,2025-02-10,61900.8,59210.64,False,2025-02-03 21:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-10,2025-02-09T18:00:00+01:00,2025-02-09T17:00:00+00:00,2025-02-09T17:00:00+00:00,2025-02-10 22:00:00+00:00,2025-02-10 23:00:00+00:00,2025-02-10T23:00:00+01:00,2025-02-10,59159.72,55833.42,False,2025-02-03 22:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-10 17:00:00+00:00,2025-02-10 18:00:00+00:00,2025-02-10T18:00:00+01:00,2025-02-10,73879.92,69223.68,True,2025-02-03 17:00:00+00:00,observed,False,False
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-10 18:00:00+00:00,2025-02-10 19:00:00+00:00,2025-02-10T19:00:00+01:00,2025-02-10,72828.82,67977.56,True,2025-02-03 18:00:00+00:00,observed,False,False
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-10 19:00:00+00:00,2025-02-10 20:00:00+00:00,2025-02-10T20:00:00+01:00,2025-02-10,68779.79,64680.43,True,2025-02-03 19:00:00+00:00,observed,False,False
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-10 20:00:00+00:00,2025-02-10 21:00:00+00:00,2025-02-10T21:00:00+01:00,2025-02-10,64822.0,61881.73,True,2025-02-03 20:00:00+00:00,observed,False,False
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-10 21:00:00+00:00,2025-02-10 22:00:00+00:00,2025-02-10T22:00:00+01:00,2025-02-10,61900.8,59210.64,True,2025-02-03 21:00:00+00:00,observed,False,False
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-10 22:00:00+00:00,2025-02-10 23:00:00+00:00,2025-02-10T23:00:00+01:00,2025-02-10,59159.72,55833.42,True,2025-02-03 22:00:00+00:00,observed,False,False
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-10 23:00:00+00:00,2025-02-11 00:00:00+00:00,2025-02-11T00:00:00+01:00,2025-02-11,55502.45,53493.61,False,2025-02-03 23:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 00:00:00+00:00,2025-02-11 01:00:00+00:00,2025-02-11T01:00:00+01:00,2025-02-11,54448.06,51488.65,False,2025-02-04 00:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 01:00:00+00:00,2025-02-11 02:00:00+00:00,2025-02-11T02:00:00+01:00,2025-02-11,53802.47,51253.48,False,2025-02-04 01:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 02:00:00+00:00,2025-02-11 03:00:00+00:00,2025-02-11T03:00:00+01:00,2025-02-11,53652.89,51319.71,False,2025-02-04 02:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 03:00:00+00:00,2025-02-11 04:00:00+00:00,2025-02-11T04:00:00+01:00,2025-02-11,54354.52,52443.37,False,2025-02-04 03:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 04:00:00+00:00,2025-02-11 05:00:00+00:00,2025-02-11T05:00:00+01:00,2025-02-11,57737.4,55010.19,False,2025-02-04 04:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 05:00:00+00:00,2025-02-11 06:00:00+00:00,2025-02-11T06:00:00+01:00,2025-02-11,64693.83,62610.92,False,2025-02-04 05:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 06:00:00+00:00,2025-02-11 07:00:00+00:00,2025-02-11T07:00:00+01:00,2025-02-11,71025.32,68407.2,False,2025-02-04 06:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 07:00:00+00:00,2025-02-11 08:00:00+00:00,2025-02-11T08:00:00+01:00,2025-02-11,72724.44,71134.42,False,2025-02-04 07:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 08:00:00+00:00,2025-02-11 09:00:00+00:00,2025-02-11T09:00:00+01:00,2025-02-11,71817.95,71815.56,False,2025-02-04 08:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 09:00:00+00:00,2025-02-11 10:00:00+00:00,2025-02-11T10:00:00+01:00,2025-02-11,72796.06,72606.38,False,2025-02-04 09:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 10:00:00+00:00,2025-02-11 11:00:00+00:00,2025-02-11T11:00:00+01:00,2025-02-11,73053.42,72484.37,False,2025-02-04 10:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 11:00:00+00:00,2025-02-11 12:00:00+00:00,2025-02-11T12:00:00+01:00,2025-02-11,72148.49,71146.39,False,2025-02-04 11:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 12:00:00+00:00,2025-02-11 13:00:00+00:00,2025-02-11T13:00:00+01:00,2025-02-11,70993.9,69199.79,False,2025-02-04 12:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 13:00:00+00:00,2025-02-11 14:00:00+00:00,2025-02-11T14:00:00+01:00,2025-02-11,70808.14,67998.79,False,2025-02-04 13:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 14:00:00+00:00,2025-02-11 15:00:00+00:00,2025-02-11T15:00:00+01:00,2025-02-11,70399.66,66822.94,False,2025-02-04 14:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 15:00:00+00:00,2025-02-11 16:00:00+00:00,2025-02-11T16:00:00+01:00,2025-02-11,70229.95,67037.83,False,2025-02-04 15:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 16:00:00+00:00,2025-02-11 17:00:00+00:00,2025-02-11T17:00:00+01:00,2025-02-11,72741.1,69882.21,False,2025-02-04 16:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 17:00:00+00:00,2025-02-11 18:00:00+00:00,2025-02-11T18:00:00+01:00,2025-02-11,73808.49,71568.28,False,2025-02-04 17:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 18:00:00+00:00,2025-02-11 19:00:00+00:00,2025-02-11T19:00:00+01:00,2025-02-11,72129.03,70395.84,False,2025-02-04 18:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 19:00:00+00:00,2025-02-11 20:00:00+00:00,2025-02-11T20:00:00+01:00,2025-02-11,68509.62,67183.24,False,2025-02-04 19:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 20:00:00+00:00,2025-02-11 21:00:00+00:00,2025-02-11T21:00:00+01:00,2025-02-11,64787.86,63497.94,False,2025-02-04 20:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 21:00:00+00:00,2025-02-11 22:00:00+00:00,2025-02-11T22:00:00+01:00,2025-02-11,60950.82,60604.88,False,2025-02-04 21:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-11,2025-02-10T18:00:00+01:00,2025-02-10T17:00:00+00:00,2025-02-10T17:00:00+00:00,2025-02-11 22:00:00+00:00,2025-02-11 23:00:00+00:00,2025-02-11T23:00:00+01:00,2025-02-11,57125.8,57536.77,False,2025-02-04 22:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-11 17:00:00+00:00,2025-02-11 18:00:00+00:00,2025-02-11T18:00:00+01:00,2025-02-11,73808.49,71568.28,True,2025-02-04 17:00:00+00:00,observed,False,False
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-11 18:00:00+00:00,2025-02-11 19:00:00+00:00,2025-02-11T19:00:00+01:00,2025-02-11,72129.03,70395.84,True,2025-02-04 18:00:00+00:00,observed,False,False
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-11 19:00:00+00:00,2025-02-11 20:00:00+00:00,2025-02-11T20:00:00+01:00,2025-02-11,68509.62,67183.24,True,2025-02-04 19:00:00+00:00,observed,False,False
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-11 20:00:00+00:00,2025-02-11 21:00:00+00:00,2025-02-11T21:00:00+01:00,2025-02-11,64787.86,63497.94,True,2025-02-04 20:00:00+00:00,observed,False,False
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-11 21:00:00+00:00,2025-02-11 22:00:00+00:00,2025-02-11T22:00:00+01:00,2025-02-11,60950.82,60604.88,True,2025-02-04 21:00:00+00:00,observed,False,False
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-11 22:00:00+00:00,2025-02-11 23:00:00+00:00,2025-02-11T23:00:00+01:00,2025-02-11,57125.8,57536.77,True,2025-02-04 22:00:00+00:00,observed,False,False
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-11 23:00:00+00:00,2025-02-12 00:00:00+00:00,2025-02-12T00:00:00+01:00,2025-02-12,55130.92,54845.25,False,2025-02-04 23:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 00:00:00+00:00,2025-02-12 01:00:00+00:00,2025-02-12T01:00:00+01:00,2025-02-12,53264.12,53552.56,False,2025-02-05 00:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 01:00:00+00:00,2025-02-12 02:00:00+00:00,2025-02-12T02:00:00+01:00,2025-02-12,52993.3,53013.39,False,2025-02-05 01:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 02:00:00+00:00,2025-02-12 03:00:00+00:00,2025-02-12T03:00:00+01:00,2025-02-12,52788.12,53203.58,False,2025-02-05 02:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 03:00:00+00:00,2025-02-12 04:00:00+00:00,2025-02-12T04:00:00+01:00,2025-02-12,53441.72,54391.08,False,2025-02-05 03:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 04:00:00+00:00,2025-02-12 05:00:00+00:00,2025-02-12T05:00:00+01:00,2025-02-12,56719.3,57886.2,False,2025-02-05 04:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 05:00:00+00:00,2025-02-12 06:00:00+00:00,2025-02-12T06:00:00+01:00,2025-02-12,64795.54,65162.72,False,2025-02-05 05:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 06:00:00+00:00,2025-02-12 07:00:00+00:00,2025-02-12T07:00:00+01:00,2025-02-12,69871.14,70308.38,False,2025-02-05 06:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 07:00:00+00:00,2025-02-12 08:00:00+00:00,2025-02-12T08:00:00+01:00,2025-02-12,72238.61,72117.82,False,2025-02-05 07:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 08:00:00+00:00,2025-02-12 09:00:00+00:00,2025-02-12T09:00:00+01:00,2025-02-12,72657.92,72713.59,False,2025-02-05 08:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 09:00:00+00:00,2025-02-12 10:00:00+00:00,2025-02-12T10:00:00+01:00,2025-02-12,73311.36,72977.04,False,2025-02-05 09:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 10:00:00+00:00,2025-02-12 11:00:00+00:00,2025-02-12T11:00:00+01:00,2025-02-12,73153.96,72758.93,False,2025-02-05 10:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 11:00:00+00:00,2025-02-12 12:00:00+00:00,2025-02-12T12:00:00+01:00,2025-02-12,72255.92,72279.79,False,2025-02-05 11:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 12:00:00+00:00,2025-02-12 13:00:00+00:00,2025-02-12T13:00:00+01:00,2025-02-12,71850.2,71294.4,False,2025-02-05 12:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 13:00:00+00:00,2025-02-12 14:00:00+00:00,2025-02-12T14:00:00+01:00,2025-02-12,70232.11,70036.13,False,2025-02-05 13:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 14:00:00+00:00,2025-02-12 15:00:00+00:00,2025-02-12T15:00:00+01:00,2025-02-12,69744.53,68753.8,False,2025-02-05 14:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 15:00:00+00:00,2025-02-12 16:00:00+00:00,2025-02-12T16:00:00+01:00,2025-02-12,69429.91,68472.0,False,2025-02-05 15:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 16:00:00+00:00,2025-02-12 17:00:00+00:00,2025-02-12T17:00:00+01:00,2025-02-12,71091.27,70261.02,False,2025-02-05 16:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 17:00:00+00:00,2025-02-12 18:00:00+00:00,2025-02-12T18:00:00+01:00,2025-02-12,71868.01,70964.3,False,2025-02-05 17:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 18:00:00+00:00,2025-02-12 19:00:00+00:00,2025-02-12T19:00:00+01:00,2025-02-12,69961.02,68937.89,False,2025-02-05 18:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 19:00:00+00:00,2025-02-12 20:00:00+00:00,2025-02-12T20:00:00+01:00,2025-02-12,66903.52,65383.27,False,2025-02-05 19:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 20:00:00+00:00,2025-02-12 21:00:00+00:00,2025-02-12T21:00:00+01:00,2025-02-12,62355.59,61724.64,False,2025-02-05 20:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 21:00:00+00:00,2025-02-12 22:00:00+00:00,2025-02-12T22:00:00+01:00,2025-02-12,58891.29,58873.63,False,2025-02-05 21:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-12,2025-02-11T18:00:00+01:00,2025-02-11T17:00:00+00:00,2025-02-11T17:00:00+00:00,2025-02-12 22:00:00+00:00,2025-02-12 23:00:00+00:00,2025-02-12T23:00:00+01:00,2025-02-12,55502.12,55886.88,False,2025-02-05 22:00:00+00:00,observed,True,True
Germany,Weekly seasonal naive,2025-02-13,2025-02-12T18:00:00+01:00,2025-02-12T17:00:00+00:00,2025-02-12T17:00:00+00:00,2025-02-12 17:00:00+00:00,2025-02-12 18:00:00+00:00,2025-02-12T18:00:00+01:00,2025-02-12,71868.01,70964.3,True,2025-02-05 17:00:00+00:00,observed,False,False
Germany,Weekly seasonal naive,2025-02-13,2025-02-12T18:00:00+01:00,2025-02-12T17:00:00+00:00,2025-02-12T17:00:00+00:00,2025-02-12 18:00:00+00:00,2025-02-12 19:00:00+00:00,2025-02-12T19:00:00+01:00,2025-02-12,69961.02,68937.89,True,2025-02-05 18:00:00+00:00,observed,False,False
Germany,Weekly seasonal naive,2025-02-13,2025-02-12T18:00:00+01:00,2025-02-12T17:00:00+00:00,2025-02-12T17:00:00+00:00,2025-02-12 19:00:00+00:00,2025-02-12 20:00:00+00:00,2025-02-12T20:00:00+01:00,2025-02-12,66903.52,65383.27,True,2025-02-05 19:00:00+00:00,observed,False,False
