Start date;End date;grid load [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Sep 19, 2020 2:00 PM;Sep 19, 2020 3:00 PM;6,039.00;4,634.00
Sep 19, 2020 3:00 PM;Sep 19, 2020 4:00 PM;5,992.00;4,751.00
Sep 19, 2020 4:00 PM;Sep 19, 2020 5:00 PM;6,028.00;4,998.00
Sep 19, 2020 5:00 PM;Sep 19, 2020 6:00 PM;6,143.00;5,361.00
Sep 19, 2020 6:00 PM;Sep 19, 2020 7:00 PM;6,151.00;5,585.00
Sep 19, 2020 7:00 PM;Sep 19, 2020 8:00 PM;6,108.00;5,630.00
Sep 19, 2020 8:00 PM;Sep 19, 2020 9:00 PM;6,006.00;5,534.00
Sep 19, 2020 9:00 PM;Sep 19, 2020 10:00 PM;5,657.00;5,168.00
Sep 19, 2020 10:00 PM;Sep 19, 2020 11:00 PM;5,487.00;4,984.00
Sep 19, 2020 11:00 PM;Sep 20, 2020 12:00 AM;5,090.00;4,581.00
Sep 20, 2020 12:00 AM;Sep 20, 2020 1:00 AM;4,831.00;4,338.00
Sep 20, 2020 1:00 AM;Sep 20, 2020 2:00 AM;4,550.00;4,079.00
Sep 20, 2020 2:00 AM;Sep 20, 2020 3:00 AM;4,487.00;4,027.00
Sep 20, 2020 3:00 AM;Sep 20, 2020 4:00 AM;4,357.00;3,897.00
Sep 20, 2020 4:00 AM;Sep 20, 2020 5:00 AM;4,341.00;3,864.00
Sep 20, 2020 5:00 AM;Sep 20, 2020 6:00 AM;4,454.00;3,942.00
Sep 20, 2020 6:00 AM;Sep 20, 2020 7:00 AM;4,640.00;4,107.00
Sep 20, 2020 7:00 AM;Sep 20, 2020 8:00 AM;4,923.00;4,358.00
Sep 20, 2020 8:00 AM;Sep 20, 2020 9:00 AM;5,265.00;4,642.00
Sep 20, 2020 9:00 AM;Sep 20, 2020 10:00 AM;5,575.00;4,819.00
Sep 20, 2020 10:00 AM;Sep 20, 2020 11:00 AM;5,882.00;4,903.00
Sep 20, 2020 11:00 AM;Sep 20, 2020 12:00 PM;6,079.00;4,892.00
Sep 20, 2020 12:00 PM;Sep 20, 2020 1:00 PM;5,924.00;4,604.00
Sep 20, 2020 1:00 PM;Sep 20, 2020 2:00 PM;5,759.00;4,388.00
Sep 20, 2020 2:00 PM;Sep 20, 2020 3:00 PM;5,664.00;4,327.00
Sep 20, 2020 3:00 PM;Sep 20, 2020 4:00 PM;5,619.00;4,413.00
Sep 20, 2020 4:00 PM;Sep 20, 2020 5:00 PM;5,666.00;4,670.00
Sep 20, 2020 5:00 PM;Sep 20, 2020 6:00 PM;5,768.00;5,048.00
Sep 20, 2020 6:00 PM;Sep 20, 2020 7:00 PM;5,936.00;5,468.00
Sep 20, 2020 7:00 PM;Sep 20, 2020 8:00 PM;5,982.00;5,599.00
Sep 20, 2020 8:00 PM;Sep 20, 2020 9:00 PM;5,886.00;5,492.00
Sep 20, 2020 9:00 PM;Sep 20, 2020 10:00 PM;5,555.00;5,149.00
Sep 20, 2020 10:00 PM;Sep 20, 2020 11:00 PM;5,474.00;5,050.00
Sep 20, 2020 11:00 PM;Sep 21, 2020 12:00 AM;5,140.00;4,687.00
Sep 21, 2020 12:00 AM;Sep 21, 2020 1:00 AM;5,409.00;4,775.00
Sep 21, 2020 1:00 AM;Sep 21, 2020 2:00 AM;5,141.00;4,453.00
Sep 21, 2020 2:00 AM;Sep 21, 2020 3:00 AM;5,066.00;4,330.00
Sep 21, 2020 3:00 AM;Sep 21, 2020 4:00 AM;4,984.00;4,238.00
Sep 21, 2020 4:00 AM;Sep 21, 2020 5:00 AM;5,085.00;4,341.00
Sep 21, 2020 5:00 AM;Sep 21, 2020 6:00 AM;5,626.00;4,892.00
Sep 21, 2020 6:00 AM;Sep 21, 2020 7:00 AM;6,623.00;5,907.00
Sep 21, 2020 7:00 AM;Sep 21, 2020 8:00 AM;7,369.00;6,665.00
Sep 21, 2020 8:00 AM;Sep 21, 2020 9:00 AM;7,678.00;6,958.00
Sep 21, 2020 9:00 AM;Sep 21, 2020 10:00 AM;7,720.00;6,885.00
Sep 21, 2020 10:00 AM;Sep 21, 2020 11:00 AM;7,795.00;6,747.00
Sep 21, 2020 11:00 AM;Sep 21, 2020 12:00 PM;7,878.00;6,623.00
Sep 21, 2020 12:00 PM;Sep 21, 2020 1:00 PM;7,683.00;6,251.00
Sep 21, 2020 1:00 PM;Sep 21, 2020 2:00 PM;7,610.00;6,034.00
Sep 21, 2020 2:00 PM;Sep 21, 2020 3:00 PM;7,548.00;5,915.00
Sep 21, 2020 3:00 PM;Sep 21, 2020 4:00 PM;7,469.00;5,901.00
Sep 21, 2020 4:00 PM;Sep 21, 2020 5:00 PM;7,432.00;6,024.00
Sep 21, 2020 5:00 PM;Sep 21, 2020 6:00 PM;7,454.00;6,292.00
Sep 21, 2020 6:00 PM;Sep 21, 2020 7:00 PM;7,492.00;6,518.00
Sep 21, 2020 7:00 PM;Sep 21, 2020 8:00 PM;7,464.00;6,490.00
Sep 21, 2020 8:00 PM;Sep 21, 2020 9:00 PM;7,194.00;6,166.00
Sep 21, 2020 9:00 PM;Sep 21, 2020 10:00 PM;6,617.00;5,569.00
Sep 21, 2020 10:00 PM;Sep 21, 2020 11:00 PM;6,240.00;5,184.00
Sep 21, 2020 11:00 PM;Sep 22, 2020 12:00 AM;5,756.00;4,701.00
Sep 22, 2020 12:00 AM;Sep 22, 2020 1:00 AM;5,409.00;4,303.00
Sep 22, 2020 1:00 AM;Sep 22, 2020 2:00 AM;5,141.00;4,024.00
Sep 22, 2020 2:00 AM;Sep 22, 2020 3:00 AM;5,066.00;3,974.00
Sep 22, 2020 3:00 AM;Sep 22, 2020 4:00 AM;4,984.00;3,934.00
Sep 22, 2020 4:00 AM;Sep 22, 2020 5:00 AM;5,085.00;4,089.00
Sep 22, 2020 5:00 AM;Sep 22, 2020 6:00 AM;5,626.00;4,680.00
Sep 22, 2020 6:00 AM;Sep 22, 2020 7:00 AM;6,623.00;5,705.00
Sep 22, 2020 7:00 AM;Sep 22, 2020 8:00 AM;7,369.00;6,436.00
Sep 22, 2020 8:00 AM;Sep 22, 2020 9:00 AM;7,678.00;6,730.00
Sep 22, 2020 9:00 AM;Sep 22, 2020 10:00 AM;7,720.00;6,666.00
Sep 22, 2020 10:00 AM;Sep 22, 2020 11:00 AM;7,795.00;6,505.00
Sep 22, 2020 11:00 AM;Sep 22, 2020 12:00 PM;7,878.00;6,362.00
Sep 22, 2020 12:00 PM;Sep 22, 2020 1:00 PM;7,683.00;5,990.00
Sep 22, 2020 1:00 PM;Sep 22, 2020 2:00 PM;7,610.00;5,833.00
Sep 22, 2020 2:00 PM;Sep 22, 2020 3:00 PM;7,548.00;5,797.00
Sep 22, 2020 3:00 PM;Sep 22, 2020 4:00 PM;7,469.00;5,818.00
Sep 22, 2020 4:00 PM;Sep 22, 2020 5:00 PM;7,432.00;5,959.00
Sep 22, 2020 5:00 PM;Sep 22, 2020 6:00 PM;7,454.00;6,207.00
Sep 22, 2020 6:00 PM;Sep 22, 2020 7:00 PM;7,492.00;6,402.00
Sep 22, 2020 7:00 PM;Sep 22, 2020 8:00 PM;7,464.00;6,404.00
Sep 22, 2020 8:00 PM;Sep 22, 2020 9:00 PM;7,194.00;6,154.00
Sep 22, 2020 9:00 PM;Sep 22, 2020 10:00 PM;6,617.00;5,621.00
Sep 22, 2020 10:00 PM;Sep 22, 2020 11:00 PM;6,240.00;5,285.00
Sep 22, 2020 11:00 PM;Sep 23, 2020 12:00 AM;5,756.00;4,828.00
Sep 23, 2020 12:00 AM;Sep 23, 2020 1:00 AM;5,412.00;4,503.00
Sep 23, 2020 1:00 AM;Sep 23, 2020 2:00 AM;5,143.00;4,253.00
Sep 23, 2020 2:00 AM;Sep 23, 2020 3:00 AM;5,066.00;4,201.00
Sep 23, 2020 3:00 AM;Sep 23, 2020 4:00 AM;4,975.00;4,123.00
Sep 23, 2020 4:00 AM;Sep 23, 2020 5:00 AM;5,088.00;4,224.00
Sep 23, 2020 5:00 AM;Sep 23, 2020 6:00 AM;5,638.00;4,754.00
Sep 23, 2020 6:00 AM;Sep 23, 2020 7:00 AM;6,645.00;5,780.00
Sep 23, 2020 7:00 AM;Sep 23, 2020 8:00 AM;7,376.00;6,561.00
Sep 23, 2020 8:00 AM;Sep 23, 2020 9:00 AM;7,684.00;6,920.00
Sep 23, 2020 9:00 AM;Sep 23, 2020 10:00 AM;7,727.00;6,929.00
Sep 23, 2020 10:00 AM;Sep 23, 2020 11:00 AM;7,801.00;6,845.00
Sep 23, 2020 11:00 AM;Sep 23, 2020 12:00 PM;7,890.00;6,802.00
Sep 23, 2020 12:00 PM;Sep 23, 2020 1:00 PM;7,698.00;6,559.00
Sep 23, 2020 1:00 PM;Sep 23, 2020 2:00 PM;7,637.00;6,501.00
Sep 23, 2020 2:00 PM;Sep 23, 2020 3:00 PM;7,576.00;6,528.00
Sep 23, 2020 3:00 PM;Sep 23, 2020 4:00 PM;7,492.00;6,606.00
Sep 23, 2020 4:00 PM;Sep 23, 2020 5:00 PM;7,450.00;6,743.00
Sep 23, 2020 5:00 PM;Sep 23, 2020 6:00 PM;7,481.00;6,959.00
Sep 23, 2020 6:00 PM;Sep 23, 2020 7:00 PM;7,529.00;7,135.00
Sep 23, 2020 7:00 PM;Sep 23, 2020 8:00 PM;7,507.00;7,153.00
Sep 23, 2020 8:00 PM;Sep 23, 2020 9:00 PM;7,219.00;6,878.00
Sep 23, 2020 9:00 PM;Sep 23, 2020 10:00 PM;6,629.00;6,322.00
Sep 23, 2020 10:00 PM;Sep 23, 2020 11:00 PM;6,254.00;5,992.00
Sep 23, 2020 11:00 PM;Sep 24, 2020 12:00 AM;5,767.00;5,540.00
Sep 24, 2020 12:00 AM;Sep 24, 2020 1:00 AM;5,388.00;5,171.00
Sep 24, 2020 1:00 AM;Sep 24, 2020 2:00 AM;5,156.00;4,940.00
Sep 24, 2020 2:00 AM;Sep 24, 2020 3:00 AM;5,064.00;4,863.00
Sep 24, 2020 3:00 AM;Sep 24, 2020 4:00 AM;4,973.00;4,777.00
Sep 24, 2020 4:00 AM;Sep 24, 2020 5:00 AM;5,086.00;4,891.00
Sep 24, 2020 5:00 AM;Sep 24, 2020 6:00 AM;5,645.00;5,460.00
Sep 24, 2020 6:00 AM;Sep 24, 2020 7:00 AM;6,670.00;6,499.00
Sep 24, 2020 7:00 AM;Sep 24, 2020 8:00 AM;7,396.00;7,204.00
Sep 24, 2020 8:00 AM;Sep 24, 2020 9:00 AM;7,711.00;7,411.00
Sep 24, 2020 9:00 AM;Sep 24, 2020 10:00 AM;7,762.00;7,285.00
Sep 24, 2020 10:00 AM;Sep 24, 2020 11:00 AM;7,830.00;7,147.00
Sep 24, 2020 11:00 AM;Sep 24, 2020 12:00 PM;7,914.00;7,064.00
Sep 24, 2020 12:00 PM;Sep 24, 2020 1:00 PM;7,715.00;6,750.00
Sep 24, 2020 1:00 PM;Sep 24, 2020 2:00 PM;7,649.00;6,644.00
Sep 24, 2020 2:00 PM;Sep 24, 2020 3:00 PM;7,590.00;6,668.00
Sep 24, 2020 3:00 PM;Sep 24, 2020 4:00 PM;7,500.00;6,724.00
Sep 24, 2020 4:00 PM;Sep 24, 2020 5:00 PM;7,459.00;6,844.00
Sep 24, 2020 5:00 PM;Sep 24, 2020 6:00 PM;7,505.00;7,064.00
Sep 24, 2020 6:00 PM;Sep 24, 2020 7:00 PM;7,558.00;7,220.00
Sep 24, 2020 7:00 PM;Sep 24, 2020 8:00 PM;7,540.00;7,129.00
Sep 24, 2020 8:00 PM;Sep 24, 2020 9:00 PM;7,231.00;6,637.00
Sep 24, 2020 9:00 PM;Sep 24, 2020 10:00 PM;6,645.00;5,829.00
Sep 24, 2020 10:00 PM;Sep 24, 2020 11:00 PM;6,278.00;5,235.00
Sep 24, 2020 11:00 PM;Sep 25, 2020 12:00 AM;5,779.00;4,535.00
Sep 25, 2020 12:00 AM;Sep 25, 2020 1:00 AM;5,429.00;3,697.00
Sep 25, 2020 1:00 AM;Sep 25, 2020 2:00 AM;5,182.00;3,261.00
Sep 25, 2020 2:00 AM;Sep 25, 2020 3:00 AM;5,088.00;3,056.00
Sep 25, 2020 3:00 AM;Sep 25, 2020 4:00 AM;4,999.00;2,893.00
Sep 25, 2020 4:00 AM;Sep 25, 2020 5:00 AM;5,108.00;2,950.00
Sep 25, 2020 5:00 AM;Sep 25, 2020 6:00 AM;5,671.00;3,533.00
Sep 25, 2020 6:00 AM;Sep 25, 2020 7:00 AM;6,717.00;4,676.00
Sep 25, 2020 7:00 AM;Sep 25, 2020 8:00 AM;7,445.00;5,519.00
Sep 25, 2020 8:00 AM;Sep 25, 2020 9:00 AM;7,763.00;5,979.00
Sep 25, 2020 9:00 AM;Sep 25, 2020 10:00 AM;7,803.00;6,217.00
Sep 25, 2020 10:00 AM;Sep 25, 2020 11:00 AM;7,865.00;6,524.00
Sep 25, 2020 11:00 AM;Sep 25, 2020 12:00 PM;7,938.00;6,798.00
Sep 25, 2020 12:00 PM;Sep 25, 2020 1:00 PM;7,725.00;6,730.00
Sep 25, 2020 1:00 PM;Sep 25, 2020 2:00 PM;7,644.00;6,762.00
Sep 25, 2020 2:00 PM;Sep 25, 2020 3:00 PM;7,570.00;6,804.00
Sep 25, 2020 3:00 PM;Sep 25, 2020 4:00 PM;7,482.00;6,809.00
Sep 25, 2020 4:00 PM;Sep 25, 2020 5:00 PM;7,438.00;6,823.00
Sep 25, 2020 5:00 PM;Sep 25, 2020 6:00 PM;7,483.00;6,799.00
Sep 25, 2020 6:00 PM;Sep 25, 2020 7:00 PM;7,530.00;6,630.00
Sep 25, 2020 7:00 PM;Sep 25, 2020 8:00 PM;7,505.00;6,272.00
Sep 25, 2020 8:00 PM;Sep 25, 2020 9:00 PM;7,186.00;5,570.00
Sep 25, 2020 9:00 PM;Sep 25, 2020 10:00 PM;6,609.00;4,661.00
Sep 25, 2020 10:00 PM;Sep 25, 2020 11:00 PM;6,254.00;4,066.00
Sep 25, 2020 11:00 PM;Sep 26, 2020 12:00 AM;5,761.00;3,403.00
Sep 26, 2020 12:00 AM;Sep 26, 2020 1:00 AM;5,277.00;2,815.00
Sep 26, 2020 1:00 AM;Sep 26, 2020 2:00 AM;4,937.00;2,315.00
Sep 26, 2020 2:00 AM;Sep 26, 2020 3:00 AM;4,817.00;2,089.00
Sep 26, 2020 3:00 AM;Sep 26, 2020 4:00 AM;4,699.00;1,916.00
Sep 26, 2020 4:00 AM;Sep 26, 2020 5:00 AM;4,689.00;1,873.00
Sep 26, 2020 5:00 AM;Sep 26, 2020 6:00 AM;4,869.00;2,049.00
Sep 26, 2020 6:00 AM;Sep 26, 2020 7:00 AM;5,243.00;2,453.00
Sep 26, 2020 7:00 AM;Sep 26, 2020 8:00 AM;5,656.00;2,932.00
Sep 26, 2020 8:00 AM;Sep 26, 2020 9:00 AM;6,011.00;3,382.00
Sep 26, 2020 9:00 AM;Sep 26, 2020 10:00 AM;6,193.00;3,633.00
Sep 26, 2020 10:00 AM;Sep 26, 2020 11:00 AM;6,293.00;3,695.00
Sep 26, 2020 11:00 AM;Sep 26, 2020 12:00 PM;6,347.00;3,678.00
Sep 26, 2020 12:00 PM;Sep 26, 2020 1:00 PM;6,153.00;3,471.00
Sep 26, 2020 1:00 PM;Sep 26, 2020 2:00 PM;6,036.00;3,446.00
Sep 26, 2020 2:00 PM;Sep 26, 2020 3:00 PM;5,935.00;3,455.00
Sep 26, 2020 3:00 PM;Sep 26, 2020 4:00 PM;5,871.00;3,567.00
Sep 26, 2020 4:00 PM;Sep 26, 2020 5:00 PM;5,886.00;3,813.00
Sep 26, 2020 5:00 PM;Sep 26, 2020 6:00 PM;6,019.00;4,137.00
Sep 26, 2020 6:00 PM;Sep 26, 2020 7:00 PM;6,101.00;4,313.00
Sep 26, 2020 7:00 PM;Sep 26, 2020 8:00 PM;6,127.00;4,308.00
Sep 26, 2020 8:00 PM;Sep 26, 2020 9:00 PM;6,030.00;4,142.00
Sep 26, 2020 9:00 PM;Sep 26, 2020 10:00 PM;5,650.00;3,727.00
Sep 26, 2020 10:00 PM;Sep 26, 2020 11:00 PM;5,490.00;3,546.00
Sep 26, 2020 11:00 PM;Sep 27, 2020 12:00 AM;5,091.00;3,138.00
Sep 27, 2020 12:00 AM;Sep 27, 2020 1:00 AM;4,816.00;3,290.00
Sep 27, 2020 1:00 AM;Sep 27, 2020 2:00 AM;4,538.00;3,113.00
Sep 27, 2020 2:00 AM;Sep 27, 2020 3:00 AM;4,495.00;3,189.00
Sep 27, 2020 3:00 AM;Sep 27, 2020 4:00 AM;4,394.00;3,229.00
Sep 27, 2020 4:00 AM;Sep 27, 2020 5:00 AM;4,370.00;3,344.00
Sep 27, 2020 5:00 AM;Sep 27, 2020 6:00 AM;4,485.00;3,577.00
Sep 27, 2020 6:00 AM;Sep 27, 2020 7:00 AM;4,667.00;3,857.00
Sep 27, 2020 7:00 AM;Sep 27, 2020 8:00 AM;4,907.00;4,187.00
Sep 27, 2020 8:00 AM;Sep 27, 2020 9:00 AM;5,220.00;4,542.00
Sep 27, 2020 9:00 AM;Sep 27, 2020 10:00 AM;5,463.00;4,695.00
Sep 27, 2020 10:00 AM;Sep 27, 2020 11:00 AM;5,696.00;4,714.00
Sep 27, 2020 11:00 AM;Sep 27, 2020 12:00 PM;5,849.00;4,701.00
Sep 27, 2020 12:00 PM;Sep 27, 2020 1:00 PM;5,661.00;4,473.00
Sep 27, 2020 1:00 PM;Sep 27, 2020 2:00 PM;5,493.00;4,331.00
Sep 27, 2020 2:00 PM;Sep 27, 2020 3:00 PM;5,410.00;4,319.00
Sep 27, 2020 3:00 PM;Sep 27, 2020 4:00 PM;5,398.00;4,384.00
Sep 27, 2020 4:00 PM;Sep 27, 2020 5:00 PM;5,480.00;4,545.00
Sep 27, 2020 5:00 PM;Sep 27, 2020 6:00 PM;5,647.00;4,813.00
Sep 27, 2020 6:00 PM;Sep 27, 2020 7:00 PM;5,916.00;5,135.00
Sep 27, 2020 7:00 PM;Sep 27, 2020 8:00 PM;6,045.00;5,200.00
Sep 27, 2020 8:00 PM;Sep 27, 2020 9:00 PM;5,959.00;5,044.00
Sep 27, 2020 9:00 PM;Sep 27, 2020 10:00 PM;5,603.00;4,687.00
Sep 27, 2020 10:00 PM;Sep 27, 2020 11:00 PM;5,519.00;4,677.00
Sep 27, 2020 11:00 PM;Sep 28, 2020 12:00 AM;5,172.00;4,415.00
Sep 28, 2020 12:00 AM;Sep 28, 2020 1:00 AM;5,406.00;4,596.00
Sep 28, 2020 1:00 AM;Sep 28, 2020 2:00 AM;5,158.00;4,386.00
Sep 28, 2020 2:00 AM;Sep 28, 2020 3:00 AM;5,074.00;4,250.00
Sep 28, 2020 3:00 AM;Sep 28, 2020 4:00 AM;4,983.00;4,069.00
Sep 28, 2020 4:00 AM;Sep 28, 2020 5:00 AM;5,095.00;4,099.00
Sep 28, 2020 5:00 AM;Sep 28, 2020 6:00 AM;5,667.00;4,563.00
Sep 28, 2020 6:00 AM;Sep 28, 2020 7:00 AM;6,727.00;5,511.00
Sep 28, 2020 7:00 AM;Sep 28, 2020 8:00 AM;7,469.00;6,259.00
Sep 28, 2020 8:00 AM;Sep 28, 2020 9:00 AM;7,785.00;6,716.00
Sep 28, 2020 9:00 AM;Sep 28, 2020 10:00 AM;7,820.00;6,919.00
Sep 28, 2020 10:00 AM;Sep 28, 2020 11:00 AM;7,870.00;7,098.00
Sep 28, 2020 11:00 AM;Sep 28, 2020 12:00 PM;7,951.00;7,234.00
Sep 28, 2020 12:00 PM;Sep 28, 2020 1:00 PM;7,749.00;6,985.00
Sep 28, 2020 1:00 PM;Sep 28, 2020 2:00 PM;7,706.00;6,914.00
Sep 28, 2020 2:00 PM;Sep 28, 2020 3:00 PM;7,637.00;6,869.00
Sep 28, 2020 3:00 PM;Sep 28, 2020 4:00 PM;7,549.00;6,823.00
Sep 28, 2020 4:00 PM;Sep 28, 2020 5:00 PM;7,500.00;6,839.00
Sep 28, 2020 5:00 PM;Sep 28, 2020 6:00 PM;7,543.00;6,929.00
Sep 28, 2020 6:00 PM;Sep 28, 2020 7:00 PM;7,589.00;6,952.00
Sep 28, 2020 7:00 PM;Sep 28, 2020 8:00 PM;7,552.00;6,771.00
Sep 28, 2020 8:00 PM;Sep 28, 2020 9:00 PM;7,208.00;6,235.00
Sep 28, 2020 9:00 PM;Sep 28, 2020 10:00 PM;6,629.00;5,508.00
Sep 28, 2020 10:00 PM;Sep 28, 2020 11:00 PM;6,283.00;5,071.00
Sep 28, 2020 11:00 PM;Sep 29, 2020 12:00 AM;5,793.00;4,531.00
Sep 29, 2020 12:00 AM;Sep 29, 2020 1:00 AM;5,406.00;3,934.00
Sep 29, 2020 1:00 AM;Sep 29, 2020 2:00 AM;5,158.00;3,544.00
Sep 29, 2020 2:00 AM;Sep 29, 2020 3:00 AM;5,074.00;3,396.00
Sep 29, 2020 3:00 AM;Sep 29, 2020 4:00 AM;4,983.00;3,307.00
Sep 29, 2020 4:00 AM;Sep 29, 2020 5:00 AM;5,095.00;3,408.00
Sep 29, 2020 5:00 AM;Sep 29, 2020 6:00 AM;5,667.00;3,953.00
Sep 29, 2020 6:00 AM;Sep 29, 2020 7:00 AM;6,727.00;5,028.00
Sep 29, 2020 7:00 AM;Sep 29, 2020 8:00 AM;7,469.00;5,833.00
Sep 29, 2020 8:00 AM;Sep 29, 2020 9:00 AM;7,785.00;6,193.00
Sep 29, 2020 9:00 AM;Sep 29, 2020 10:00 AM;7,820.00;6,177.00
Sep 29, 2020 10:00 AM;Sep 29, 2020 11:00 AM;7,870.00;6,075.00
Sep 29, 2020 11:00 AM;Sep 29, 2020 12:00 PM;7,951.00;5,954.00
Sep 29, 2020 12:00 PM;Sep 29, 2020 1:00 PM;7,749.00;5,585.00
Sep 29, 2020 1:00 PM;Sep 29, 2020 2:00 PM;7,706.00;5,518.00
Sep 29, 2020 2:00 PM;Sep 29, 2020 3:00 PM;7,637.00;5,629.00
Sep 29, 2020 3:00 PM;Sep 29, 2020 4:00 PM;7,549.00;5,859.00
Sep 29, 2020 4:00 PM;Sep 29, 2020 5:00 PM;7,500.00;6,181.00
Sep 29, 2020 5:00 PM;Sep 29, 2020 6:00 PM;7,543.00;6,560.00
Sep 29, 2020 6:00 PM;Sep 29, 2020 7:00 PM;7,589.00;6,799.00
Sep 29, 2020 7:00 PM;Sep 29, 2020 8:00 PM;7,552.00;6,774.00
Sep 29, 2020 8:00 PM;Sep 29, 2020 9:00 PM;7,208.00;6,335.00
Sep 29, 2020 9:00 PM;Sep 29, 2020 10:00 PM;6,629.00;5,591.00
Sep 29, 2020 10:00 PM;Sep 29, 2020 11:00 PM;6,283.00;5,051.00
Sep 29, 2020 11:00 PM;Sep 30, 2020 12:00 AM;5,793.00;4,410.00
Sep 30, 2020 12:00 AM;Sep 30, 2020 1:00 AM;5,424.00;3,818.00
Sep 30, 2020 1:00 AM;Sep 30, 2020 2:00 AM;5,174.00;3,555.00
Sep 30, 2020 2:00 AM;Sep 30, 2020 3:00 AM;5,099.00;3,479.00
Sep 30, 2020 3:00 AM;Sep 30, 2020 4:00 AM;5,015.00;3,376.00
Sep 30, 2020 4:00 AM;Sep 30, 2020 5:00 AM;5,132.00;3,497.00
Sep 30, 2020 5:00 AM;Sep 30, 2020 6:00 AM;5,707.00;4,102.00
Sep 30, 2020 6:00 AM;Sep 30, 2020 7:00 AM;6,794.00;5,171.00
Sep 30, 2020 7:00 AM;Sep 30, 2020 8:00 AM;7,562.00;5,903.00
Sep 30, 2020 8:00 AM;Sep 30, 2020 9:00 AM;7,876.00;6,191.00
Sep 30, 2020 9:00 AM;Sep 30, 2020 10:00 AM;7,912.00;6,058.00
Sep 30, 2020 10:00 AM;Sep 30, 2020 11:00 AM;7,969.00;5,836.00
Sep 30, 2020 11:00 AM;Sep 30, 2020 12:00 PM;8,046.00;5,748.00
Sep 30, 2020 12:00 PM;Sep 30, 2020 1:00 PM;7,836.00;5,522.00
Sep 30, 2020 1:00 PM;Sep 30, 2020 2:00 PM;7,787.00;5,555.00
Sep 30, 2020 2:00 PM;Sep 30, 2020 3:00 PM;7,715.00;5,744.00
Sep 30, 2020 3:00 PM;Sep 30, 2020 4:00 PM;7,622.00;5,958.00
Sep 30, 2020 4:00 PM;Sep 30, 2020 5:00 PM;7,570.00;6,226.00
Sep 30, 2020 5:00 PM;Sep 30, 2020 6:00 PM;7,601.00;6,558.00
Sep 30, 2020 6:00 PM;Sep 30, 2020 7:00 PM;7,647.00;6,761.00
Sep 30, 2020 7:00 PM;Sep 30, 2020 8:00 PM;7,606.00;6,717.00
Sep 30, 2020 8:00 PM;Sep 30, 2020 9:00 PM;7,241.00;6,289.00
Sep 30, 2020 9:00 PM;Sep 30, 2020 10:00 PM;6,656.00;5,671.00
Sep 30, 2020 10:00 PM;Sep 30, 2020 11:00 PM;6,310.00;5,336.00
Sep 30, 2020 11:00 PM;Oct 1, 2020 12:00 AM;5,813.00;4,835.00
Oct 1, 2020 12:00 AM;Oct 1, 2020 1:00 AM;5,424.00;3,674.00
Oct 1, 2020 1:00 AM;Oct 1, 2020 2:00 AM;5,174.00;3,439.00
Oct 1, 2020 2:00 AM;Oct 1, 2020 3:00 AM;5,099.00;3,367.00
Oct 1, 2020 3:00 AM;Oct 1, 2020 4:00 AM;5,015.00;3,313.00
Oct 1, 2020 4:00 AM;Oct 1, 2020 5:00 AM;5,132.00;3,478.00
Oct 1, 2020 5:00 AM;Oct 1, 2020 6:00 AM;5,707.00;4,123.00
Oct 1, 2020 6:00 AM;Oct 1, 2020 7:00 AM;6,794.00;5,286.00
Oct 1, 2020 7:00 AM;Oct 1, 2020 8:00 AM;7,562.00;6,097.00
Oct 1, 2020 8:00 AM;Oct 1, 2020 9:00 AM;7,876.00;6,376.00
Oct 1, 2020 9:00 AM;Oct 1, 2020 10:00 AM;7,912.00;6,326.00
Oct 1, 2020 10:00 AM;Oct 1, 2020 11:00 AM;7,969.00;6,288.00
Oct 1, 2020 11:00 AM;Oct 1, 2020 12:00 PM;8,046.00;6,293.00
Oct 1, 2020 12:00 PM;Oct 1, 2020 1:00 PM;7,836.00;6,108.00
Oct 1, 2020 1:00 PM;Oct 1, 2020 2:00 PM;7,787.00;6,164.00
Oct 1, 2020 2:00 PM;Oct 1, 2020 3:00 PM;7,715.00;6,283.00
Oct 1, 2020 3:00 PM;Oct 1, 2020 4:00 PM;7,622.00;6,476.00
Oct 1, 2020 4:00 PM;Oct 1, 2020 5:00 PM;7,570.00;6,768.00
Oct 1, 2020 5:00 PM;Oct 1, 2020 6:00 PM;7,601.00;7,126.00
Oct 1, 2020 6:00 PM;Oct 1, 2020 7:00 PM;7,647.00;7,400.00
Oct 1, 2020 7:00 PM;Oct 1, 2020 8:00 PM;7,606.00;7,448.00
Oct 1, 2020 8:00 PM;Oct 1, 2020 9:00 PM;7,241.00;7,115.00
Oct 1, 2020 9:00 PM;Oct 1, 2020 10:00 PM;6,656.00;6,542.00
Oct 1, 2020 10:00 PM;Oct 1, 2020 11:00 PM;6,310.00;6,194.00
Oct 1, 2020 11:00 PM;Oct 2, 2020 12:00 AM;5,813.00;5,690.00
Oct 2, 2020 12:00 AM;Oct 2, 2020 1:00 AM;5,467.00;5,369.00
Oct 2, 2020 1:00 AM;Oct 2, 2020 2:00 AM;5,210.00;5,094.00
Oct 2, 2020 2:00 AM;Oct 2, 2020 3:00 AM;5,140.00;5,001.00
Oct 2, 2020 3:00 AM;Oct 2, 2020 4:00 AM;5,060.00;4,916.00
Oct 2, 2020 4:00 AM;Oct 2, 2020 5:00 AM;5,188.00;5,058.00
