Start date;End date;grid load [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jan 1, 2020 12:00 AM;Jan 1, 2020 1:00 AM;45,471.50;38,967.00
Jan 1, 2020 1:00 AM;Jan 1, 2020 2:00 AM;43,471.50;36,574.50
Jan 1, 2020 2:00 AM;Jan 1, 2020 3:00 AM;42,555.50;35,076.00
Jan 1, 2020 3:00 AM;Jan 1, 2020 4:00 AM;42,448.25;34,495.75
Jan 1, 2020 4:00 AM;Jan 1, 2020 5:00 AM;42,567.75;34,502.75
Jan 1, 2020 5:00 AM;Jan 1, 2020 6:00 AM;42,209.00;34,440.50
Jan 1, 2020 6:00 AM;Jan 1, 2020 7:00 AM;40,675.25;33,218.75
Jan 1, 2020 7:00 AM;Jan 1, 2020 8:00 AM;41,920.50;34,675.25
Jan 1, 2020 8:00 AM;Jan 1, 2020 9:00 AM;44,545.50;36,989.50
Jan 1, 2020 9:00 AM;Jan 1, 2020 10:00 AM;47,357.00;37,372.25
Jan 1, 2020 10:00 AM;Jan 1, 2020 11:00 AM;49,263.75;36,251.75
Jan 1, 2020 11:00 AM;Jan 1, 2020 12:00 PM;51,059.00;35,869.00
Jan 1, 2020 12:00 PM;Jan 1, 2020 1:00 PM;51,057.25;34,964.75
Jan 1, 2020 1:00 PM;Jan 1, 2020 2:00 PM;49,680.25;34,162.00
Jan 1, 2020 2:00 PM;Jan 1, 2020 3:00 PM;48,677.50;35,178.75
Jan 1, 2020 3:00 PM;Jan 1, 2020 4:00 PM;48,705.75;38,036.00
Jan 1, 2020 4:00 PM;Jan 1, 2020 5:00 PM;49,848.00;40,264.50
Jan 1, 2020 5:00 PM;Jan 1, 2020 6:00 PM;53,010.25;42,296.25
Jan 1, 2020 6:00 PM;Jan 1, 2020 7:00 PM;54,399.50;42,502.50
Jan 1, 2020 7:00 PM;Jan 1, 2020 8:00 PM;53,892.50;41,233.00
Jan 1, 2020 8:00 PM;Jan 1, 2020 9:00 PM;52,231.25;39,413.00
Jan 1, 2020 9:00 PM;Jan 1, 2020 10:00 PM;50,896.50;38,159.00
Jan 1, 2020 10:00 PM;Jan 1, 2020 11:00 PM;50,285.75;37,616.75
Jan 1, 2020 11:00 PM;Jan 2, 2020 12:00 AM;47,592.00;34,809.75
Jan 2, 2020 12:00 AM;Jan 2, 2020 1:00 AM;45,959.75;34,686.25
Jan 2, 2020 1:00 AM;Jan 2, 2020 2:00 AM;44,370.50;32,986.75
Jan 2, 2020 2:00 AM;Jan 2, 2020 3:00 AM;44,016.25;32,236.25
Jan 2, 2020 3:00 AM;Jan 2, 2020 4:00 AM;44,305.00;32,231.00
Jan 2, 2020 4:00 AM;Jan 2, 2020 5:00 AM;45,326.00;32,893.25
Jan 2, 2020 5:00 AM;Jan 2, 2020 6:00 AM;48,351.25;35,408.75
Jan 2, 2020 6:00 AM;Jan 2, 2020 7:00 AM;54,601.00;40,934.50
Jan 2, 2020 7:00 AM;Jan 2, 2020 8:00 AM;59,519.00;45,086.00
Jan 2, 2020 8:00 AM;Jan 2, 2020 9:00 AM;61,620.00;46,129.75
Jan 2, 2020 9:00 AM;Jan 2, 2020 10:00 AM;62,165.25;43,706.00
Jan 2, 2020 10:00 AM;Jan 2, 2020 11:00 AM;62,672.00;41,372.00
Jan 2, 2020 11:00 AM;Jan 2, 2020 12:00 PM;63,003.25;40,052.00
Jan 2, 2020 12:00 PM;Jan 2, 2020 1:00 PM;62,728.00;39,377.50
Jan 2, 2020 1:00 PM;Jan 2, 2020 2:00 PM;62,014.00;39,463.50
Jan 2, 2020 2:00 PM;Jan 2, 2020 3:00 PM;61,359.25;40,454.25
Jan 2, 2020 3:00 PM;Jan 2, 2020 4:00 PM;61,067.00;41,948.50
Jan 2, 2020 4:00 PM;Jan 2, 2020 5:00 PM;61,625.25;42,461.00
Jan 2, 2020 5:00 PM;Jan 2, 2020 6:00 PM;63,771.75;42,668.50
Jan 2, 2020 6:00 PM;Jan 2, 2020 7:00 PM;63,687.25;40,653.25
Jan 2, 2020 7:00 PM;Jan 2, 2020 8:00 PM;62,363.50;37,799.75
Jan 2, 2020 8:00 PM;Jan 2, 2020 9:00 PM;59,278.50;33,444.25
Jan 2, 2020 9:00 PM;Jan 2, 2020 10:00 PM;56,526.25;29,556.75
Jan 2, 2020 10:00 PM;Jan 2, 2020 11:00 PM;54,357.00;26,599.50
Jan 2, 2020 11:00 PM;Jan 3, 2020 12:00 AM;51,197.25;22,566.00
Jan 3, 2020 12:00 AM;Jan 3, 2020 1:00 AM;49,743.75;21,421.00
Jan 3, 2020 1:00 AM;Jan 3, 2020 2:00 AM;47,964.25;18,616.50
Jan 3, 2020 2:00 AM;Jan 3, 2020 3:00 AM;47,151.00;16,920.75
Jan 3, 2020 3:00 AM;Jan 3, 2020 4:00 AM;47,248.00;16,231.75
Jan 3, 2020 4:00 AM;Jan 3, 2020 5:00 AM;47,940.50;16,225.25
Jan 3, 2020 5:00 AM;Jan 3, 2020 6:00 AM;50,198.25;17,936.75
Jan 3, 2020 6:00 AM;Jan 3, 2020 7:00 AM;55,410.25;22,424.25
Jan 3, 2020 7:00 AM;Jan 3, 2020 8:00 AM;60,981.50;27,526.75
Jan 3, 2020 8:00 AM;Jan 3, 2020 9:00 AM;63,788.00;29,860.00
Jan 3, 2020 9:00 AM;Jan 3, 2020 10:00 AM;63,987.00;28,736.75
Jan 3, 2020 10:00 AM;Jan 3, 2020 11:00 AM;64,471.50;28,014.25
Jan 3, 2020 11:00 AM;Jan 3, 2020 12:00 PM;64,675.75;27,870.50
Jan 3, 2020 12:00 PM;Jan 3, 2020 1:00 PM;64,243.00;28,047.25
Jan 3, 2020 1:00 PM;Jan 3, 2020 2:00 PM;62,840.75;27,873.75
Jan 3, 2020 2:00 PM;Jan 3, 2020 3:00 PM;61,574.25;28,044.50
Jan 3, 2020 3:00 PM;Jan 3, 2020 4:00 PM;61,101.00;28,565.25
Jan 3, 2020 4:00 PM;Jan 3, 2020 5:00 PM;61,740.00;29,691.25
Jan 3, 2020 5:00 PM;Jan 3, 2020 6:00 PM;63,734.25;32,139.25
Jan 3, 2020 6:00 PM;Jan 3, 2020 7:00 PM;63,523.75;32,391.25
Jan 3, 2020 7:00 PM;Jan 3, 2020 8:00 PM;62,015.00;31,465.25
Jan 3, 2020 8:00 PM;Jan 3, 2020 9:00 PM;58,660.75;28,761.00
Jan 3, 2020 9:00 PM;Jan 3, 2020 10:00 PM;55,847.50;26,191.50
Jan 3, 2020 10:00 PM;Jan 3, 2020 11:00 PM;54,251.50;24,510.00
Jan 3, 2020 11:00 PM;Jan 4, 2020 12:00 AM;51,316.25;21,201.00
Jan 4, 2020 12:00 AM;Jan 4, 2020 1:00 AM;50,781.75;21,241.50
Jan 4, 2020 1:00 AM;Jan 4, 2020 2:00 AM;49,027.75;19,768.75
Jan 4, 2020 2:00 AM;Jan 4, 2020 3:00 AM;48,086.00;18,665.75
Jan 4, 2020 3:00 AM;Jan 4, 2020 4:00 AM;47,805.25;18,032.75
Jan 4, 2020 4:00 AM;Jan 4, 2020 5:00 AM;48,130.50;17,641.75
Jan 4, 2020 5:00 AM;Jan 4, 2020 6:00 AM;48,134.75;16,518.75
Jan 4, 2020 6:00 AM;Jan 4, 2020 7:00 AM;48,373.75;15,305.25
Jan 4, 2020 7:00 AM;Jan 4, 2020 8:00 AM;50,440.75;16,058.75
Jan 4, 2020 8:00 AM;Jan 4, 2020 9:00 AM;53,693.75;18,031.25
Jan 4, 2020 9:00 AM;Jan 4, 2020 10:00 AM;55,936.00;18,218.50
Jan 4, 2020 10:00 AM;Jan 4, 2020 11:00 AM;56,892.00;16,815.25
Jan 4, 2020 11:00 AM;Jan 4, 2020 12:00 PM;57,753.50;16,112.25
Jan 4, 2020 12:00 PM;Jan 4, 2020 1:00 PM;57,847.75;15,708.25
Jan 4, 2020 1:00 PM;Jan 4, 2020 2:00 PM;56,547.25;14,851.00
Jan 4, 2020 2:00 PM;Jan 4, 2020 3:00 PM;55,404.25;15,169.00
Jan 4, 2020 3:00 PM;Jan 4, 2020 4:00 PM;55,324.75;17,285.50
Jan 4, 2020 4:00 PM;Jan 4, 2020 5:00 PM;56,595.50;20,863.00
Jan 4, 2020 5:00 PM;Jan 4, 2020 6:00 PM;59,519.00;25,947.25
Jan 4, 2020 6:00 PM;Jan 4, 2020 7:00 PM;60,222.00;28,911.25
Jan 4, 2020 7:00 PM;Jan 4, 2020 8:00 PM;58,825.75;30,061.00
Jan 4, 2020 8:00 PM;Jan 4, 2020 9:00 PM;55,773.00;29,702.00
Jan 4, 2020 9:00 PM;Jan 4, 2020 10:00 PM;53,625.25;30,304.00
Jan 4, 2020 10:00 PM;Jan 4, 2020 11:00 PM;53,088.25;32,670.25
Jan 4, 2020 11:00 PM;Jan 5, 2020 12:00 AM;50,492.50;32,657.75
Jan 5, 2020 12:00 AM;Jan 5, 2020 1:00 AM;42,798.75;27,050.00
Jan 5, 2020 1:00 AM;Jan 5, 2020 2:00 AM;40,945.75;27,454.25
Jan 5, 2020 2:00 AM;Jan 5, 2020 3:00 AM;40,212.25;28,531.00
Jan 5, 2020 3:00 AM;Jan 5, 2020 4:00 AM;39,791.50;29,671.25
Jan 5, 2020 4:00 AM;Jan 5, 2020 5:00 AM;39,998.75;30,928.25
Jan 5, 2020 5:00 AM;Jan 5, 2020 6:00 AM;39,788.25;31,052.00
Jan 5, 2020 6:00 AM;Jan 5, 2020 7:00 AM;39,405.75;30,646.50
Jan 5, 2020 7:00 AM;Jan 5, 2020 8:00 AM;41,247.00;32,216.50
Jan 5, 2020 8:00 AM;Jan 5, 2020 9:00 AM;43,608.75;33,658.25
Jan 5, 2020 9:00 AM;Jan 5, 2020 10:00 AM;46,389.50;34,095.25
Jan 5, 2020 10:00 AM;Jan 5, 2020 11:00 AM;48,607.25;33,863.50
Jan 5, 2020 11:00 AM;Jan 5, 2020 12:00 PM;50,764.25;34,267.25
Jan 5, 2020 12:00 PM;Jan 5, 2020 1:00 PM;50,716.00;33,463.25
Jan 5, 2020 1:00 PM;Jan 5, 2020 2:00 PM;49,709.75;32,773.50
Jan 5, 2020 2:00 PM;Jan 5, 2020 3:00 PM;48,855.25;32,910.25
Jan 5, 2020 3:00 PM;Jan 5, 2020 4:00 PM;48,355.00;33,701.50
Jan 5, 2020 4:00 PM;Jan 5, 2020 5:00 PM;49,781.00;35,373.00
Jan 5, 2020 5:00 PM;Jan 5, 2020 6:00 PM;52,859.25;37,241.00
Jan 5, 2020 6:00 PM;Jan 5, 2020 7:00 PM;53,877.75;36,947.25
Jan 5, 2020 7:00 PM;Jan 5, 2020 8:00 PM;52,970.00;34,968.50
Jan 5, 2020 8:00 PM;Jan 5, 2020 9:00 PM;51,088.25;32,428.00
Jan 5, 2020 9:00 PM;Jan 5, 2020 10:00 PM;49,584.50;30,607.50
Jan 5, 2020 10:00 PM;Jan 5, 2020 11:00 PM;49,638.25;30,707.75
Jan 5, 2020 11:00 PM;Jan 6, 2020 12:00 AM;46,896.00;28,133.00
Jan 6, 2020 12:00 AM;Jan 6, 2020 1:00 AM;44,345.75;26,102.75
Jan 6, 2020 1:00 AM;Jan 6, 2020 2:00 AM;42,387.00;24,327.50
Jan 6, 2020 2:00 AM;Jan 6, 2020 3:00 AM;41,503.75;23,628.75
Jan 6, 2020 3:00 AM;Jan 6, 2020 4:00 AM;41,637.00;24,099.00
Jan 6, 2020 4:00 AM;Jan 6, 2020 5:00 AM;42,631.75;25,660.25
Jan 6, 2020 5:00 AM;Jan 6, 2020 6:00 AM;44,830.50;28,627.75
Jan 6, 2020 6:00 AM;Jan 6, 2020 7:00 AM;49,998.75;34,499.75
Jan 6, 2020 7:00 AM;Jan 6, 2020 8:00 AM;54,291.75;39,260.25
Jan 6, 2020 8:00 AM;Jan 6, 2020 9:00 AM;56,094.00;41,106.25
Jan 6, 2020 9:00 AM;Jan 6, 2020 10:00 AM;57,888.25;41,224.00
Jan 6, 2020 10:00 AM;Jan 6, 2020 11:00 AM;59,280.25;40,184.75
Jan 6, 2020 11:00 AM;Jan 6, 2020 12:00 PM;60,513.75;39,989.75
Jan 6, 2020 12:00 PM;Jan 6, 2020 1:00 PM;60,605.50;39,907.25
Jan 6, 2020 1:00 PM;Jan 6, 2020 2:00 PM;60,354.00;40,535.25
Jan 6, 2020 2:00 PM;Jan 6, 2020 3:00 PM;59,920.00;42,082.50
Jan 6, 2020 3:00 PM;Jan 6, 2020 4:00 PM;59,149.25;44,071.50
Jan 6, 2020 4:00 PM;Jan 6, 2020 5:00 PM;60,167.25;46,306.75
Jan 6, 2020 5:00 PM;Jan 6, 2020 6:00 PM;62,584.50;47,560.25
Jan 6, 2020 6:00 PM;Jan 6, 2020 7:00 PM;62,750.75;46,299.00
Jan 6, 2020 7:00 PM;Jan 6, 2020 8:00 PM;61,338.00;43,730.25
Jan 6, 2020 8:00 PM;Jan 6, 2020 9:00 PM;58,165.00;39,818.00
Jan 6, 2020 9:00 PM;Jan 6, 2020 10:00 PM;55,313.50;36,352.50
Jan 6, 2020 10:00 PM;Jan 6, 2020 11:00 PM;53,688.50;34,291.00
Jan 6, 2020 11:00 PM;Jan 7, 2020 12:00 AM;50,108.25;30,507.75
Jan 7, 2020 12:00 AM;Jan 7, 2020 1:00 AM;46,735.00;25,963.00
Jan 7, 2020 1:00 AM;Jan 7, 2020 2:00 AM;44,601.00;23,912.75
Jan 7, 2020 2:00 AM;Jan 7, 2020 3:00 AM;44,264.25;23,587.75
Jan 7, 2020 3:00 AM;Jan 7, 2020 4:00 AM;44,571.25;23,814.50
Jan 7, 2020 4:00 AM;Jan 7, 2020 5:00 AM;45,978.00;25,326.25
Jan 7, 2020 5:00 AM;Jan 7, 2020 6:00 AM;48,993.00;28,675.25
Jan 7, 2020 6:00 AM;Jan 7, 2020 7:00 AM;55,662.00;35,885.00
Jan 7, 2020 7:00 AM;Jan 7, 2020 8:00 AM;60,698.00;41,877.75
Jan 7, 2020 8:00 AM;Jan 7, 2020 9:00 AM;62,614.25;44,955.25
Jan 7, 2020 9:00 AM;Jan 7, 2020 10:00 AM;63,629.50;46,608.00
Jan 7, 2020 10:00 AM;Jan 7, 2020 11:00 AM;64,272.00;47,430.00
Jan 7, 2020 11:00 AM;Jan 7, 2020 12:00 PM;65,066.00;48,140.50
Jan 7, 2020 12:00 PM;Jan 7, 2020 1:00 PM;64,907.75;47,617.00
Jan 7, 2020 1:00 PM;Jan 7, 2020 2:00 PM;64,593.00;47,015.25
Jan 7, 2020 2:00 PM;Jan 7, 2020 3:00 PM;63,483.00;45,803.50
Jan 7, 2020 3:00 PM;Jan 7, 2020 4:00 PM;62,951.50;45,493.25
Jan 7, 2020 4:00 PM;Jan 7, 2020 5:00 PM;63,505.25;45,643.00
Jan 7, 2020 5:00 PM;Jan 7, 2020 6:00 PM;65,556.25;46,393.00
Jan 7, 2020 6:00 PM;Jan 7, 2020 7:00 PM;65,450.00;44,957.25
Jan 7, 2020 7:00 PM;Jan 7, 2020 8:00 PM;64,030.00;42,204.00
Jan 7, 2020 8:00 PM;Jan 7, 2020 9:00 PM;60,563.25;37,242.75
Jan 7, 2020 9:00 PM;Jan 7, 2020 10:00 PM;57,547.75;32,548.75
Jan 7, 2020 10:00 PM;Jan 7, 2020 11:00 PM;55,459.75;28,960.25
Jan 7, 2020 11:00 PM;Jan 8, 2020 12:00 AM;51,742.75;23,834.75
Jan 8, 2020 12:00 AM;Jan 8, 2020 1:00 AM;49,636.00;18,888.00
Jan 8, 2020 1:00 AM;Jan 8, 2020 2:00 AM;47,708.25;16,161.00
Jan 8, 2020 2:00 AM;Jan 8, 2020 3:00 AM;46,991.75;14,911.25
Jan 8, 2020 3:00 AM;Jan 8, 2020 4:00 AM;47,203.75;14,871.75
Jan 8, 2020 4:00 AM;Jan 8, 2020 5:00 AM;48,261.25;15,957.75
Jan 8, 2020 5:00 AM;Jan 8, 2020 6:00 AM;51,117.25;19,009.50
Jan 8, 2020 6:00 AM;Jan 8, 2020 7:00 AM;58,200.00;26,254.75
Jan 8, 2020 7:00 AM;Jan 8, 2020 8:00 AM;63,303.00;31,823.75
Jan 8, 2020 8:00 AM;Jan 8, 2020 9:00 AM;65,309.00;34,546.00
Jan 8, 2020 9:00 AM;Jan 8, 2020 10:00 AM;65,717.50;35,439.50
Jan 8, 2020 10:00 AM;Jan 8, 2020 11:00 AM;66,282.25;36,684.00
Jan 8, 2020 11:00 AM;Jan 8, 2020 12:00 PM;66,699.50;38,257.00
Jan 8, 2020 12:00 PM;Jan 8, 2020 1:00 PM;66,048.00;39,213.25
Jan 8, 2020 1:00 PM;Jan 8, 2020 2:00 PM;65,167.00;40,551.00
Jan 8, 2020 2:00 PM;Jan 8, 2020 3:00 PM;64,295.75;42,359.00
Jan 8, 2020 3:00 PM;Jan 8, 2020 4:00 PM;64,137.00;44,843.25
Jan 8, 2020 4:00 PM;Jan 8, 2020 5:00 PM;64,679.50;47,412.50
Jan 8, 2020 5:00 PM;Jan 8, 2020 6:00 PM;66,677.25;50,734.50
Jan 8, 2020 6:00 PM;Jan 8, 2020 7:00 PM;66,765.75;51,960.25
Jan 8, 2020 7:00 PM;Jan 8, 2020 8:00 PM;65,617.50;51,941.75
Jan 8, 2020 8:00 PM;Jan 8, 2020 9:00 PM;62,158.75;49,591.75
Jan 8, 2020 9:00 PM;Jan 8, 2020 10:00 PM;59,102.00;47,727.00
Jan 8, 2020 10:00 PM;Jan 8, 2020 11:00 PM;56,838.00;46,637.75
Jan 8, 2020 11:00 PM;Jan 9, 2020 12:00 AM;53,016.75;43,658.00
Jan 9, 2020 12:00 AM;Jan 9, 2020 1:00 AM;51,431.25;43,657.50
Jan 9, 2020 1:00 AM;Jan 9, 2020 2:00 AM;49,556.50;42,756.75
Jan 9, 2020 2:00 AM;Jan 9, 2020 3:00 AM;48,604.75;42,209.75
Jan 9, 2020 3:00 AM;Jan 9, 2020 4:00 AM;48,519.75;42,105.25
Jan 9, 2020 4:00 AM;Jan 9, 2020 5:00 AM;49,513.50;42,570.75
Jan 9, 2020 5:00 AM;Jan 9, 2020 6:00 AM;52,310.75;44,067.75
Jan 9, 2020 6:00 AM;Jan 9, 2020 7:00 AM;58,818.00;48,505.00
Jan 9, 2020 7:00 AM;Jan 9, 2020 8:00 AM;63,655.50;50,434.00
Jan 9, 2020 8:00 AM;Jan 9, 2020 9:00 AM;65,540.50;48,411.75
Jan 9, 2020 9:00 AM;Jan 9, 2020 10:00 AM;66,263.00;44,539.50
Jan 9, 2020 10:00 AM;Jan 9, 2020 11:00 AM;66,752.25;41,081.75
Jan 9, 2020 11:00 AM;Jan 9, 2020 12:00 PM;67,339.00;38,750.50
Jan 9, 2020 12:00 PM;Jan 9, 2020 1:00 PM;67,269.50;36,672.50
Jan 9, 2020 1:00 PM;Jan 9, 2020 2:00 PM;66,850.50;35,367.00
Jan 9, 2020 2:00 PM;Jan 9, 2020 3:00 PM;65,876.25;34,706.75
Jan 9, 2020 3:00 PM;Jan 9, 2020 4:00 PM;65,326.25;35,141.00
Jan 9, 2020 4:00 PM;Jan 9, 2020 5:00 PM;65,566.00;36,289.00
Jan 9, 2020 5:00 PM;Jan 9, 2020 6:00 PM;67,552.75;38,906.50
Jan 9, 2020 6:00 PM;Jan 9, 2020 7:00 PM;67,860.00;39,930.25
Jan 9, 2020 7:00 PM;Jan 9, 2020 8:00 PM;66,664.50;39,642.50
Jan 9, 2020 8:00 PM;Jan 9, 2020 9:00 PM;63,512.25;37,271.00
Jan 9, 2020 9:00 PM;Jan 9, 2020 10:00 PM;60,660.25;34,950.00
Jan 9, 2020 10:00 PM;Jan 9, 2020 11:00 PM;58,603.25;33,447.75
Jan 9, 2020 11:00 PM;Jan 10, 2020 12:00 AM;55,044.75;30,035.25
Jan 10, 2020 12:00 AM;Jan 10, 2020 1:00 AM;50,056.00;26,055.50
Jan 10, 2020 1:00 AM;Jan 10, 2020 2:00 AM;48,195.75;24,336.75
Jan 10, 2020 2:00 AM;Jan 10, 2020 3:00 AM;47,326.25;22,769.75
Jan 10, 2020 3:00 AM;Jan 10, 2020 4:00 AM;47,392.25;21,773.00
Jan 10, 2020 4:00 AM;Jan 10, 2020 5:00 AM;48,393.25;21,667.75
Jan 10, 2020 5:00 AM;Jan 10, 2020 6:00 AM;50,886.50;22,727.50
Jan 10, 2020 6:00 AM;Jan 10, 2020 7:00 AM;57,048.00;27,575.00
Jan 10, 2020 7:00 AM;Jan 10, 2020 8:00 AM;62,647.00;32,855.50
Jan 10, 2020 8:00 AM;Jan 10, 2020 9:00 AM;65,251.75;35,107.50
Jan 10, 2020 9:00 AM;Jan 10, 2020 10:00 AM;66,152.25;34,051.50
Jan 10, 2020 10:00 AM;Jan 10, 2020 11:00 AM;66,736.50;32,036.50
Jan 10, 2020 11:00 AM;Jan 10, 2020 12:00 PM;67,197.50;30,503.50
Jan 10, 2020 12:00 PM;Jan 10, 2020 1:00 PM;67,034.50;29,562.75
Jan 10, 2020 1:00 PM;Jan 10, 2020 2:00 PM;65,668.00;28,727.50
Jan 10, 2020 2:00 PM;Jan 10, 2020 3:00 PM;64,280.00;28,856.75
Jan 10, 2020 3:00 PM;Jan 10, 2020 4:00 PM;63,553.25;30,298.00
Jan 10, 2020 4:00 PM;Jan 10, 2020 5:00 PM;63,513.00;32,444.00
Jan 10, 2020 5:00 PM;Jan 10, 2020 6:00 PM;64,881.75;35,598.00
Jan 10, 2020 6:00 PM;Jan 10, 2020 7:00 PM;64,822.25;37,687.25
Jan 10, 2020 7:00 PM;Jan 10, 2020 8:00 PM;63,449.00;38,431.50
Jan 10, 2020 8:00 PM;Jan 10, 2020 9:00 PM;60,127.25;36,949.25
Jan 10, 2020 9:00 PM;Jan 10, 2020 10:00 PM;57,149.75;35,684.25
Jan 10, 2020 10:00 PM;Jan 10, 2020 11:00 PM;55,315.25;35,312.50
Jan 10, 2020 11:00 PM;Jan 11, 2020 12:00 AM;51,966.25;32,945.00
Jan 11, 2020 12:00 AM;Jan 11, 2020 1:00 AM;49,894.00;32,796.00
Jan 11, 2020 1:00 AM;Jan 11, 2020 2:00 AM;47,803.75;31,325.75
Jan 11, 2020 2:00 AM;Jan 11, 2020 3:00 AM;46,745.25;30,673.75
Jan 11, 2020 3:00 AM;Jan 11, 2020 4:00 AM;46,319.00;30,582.25
Jan 11, 2020 4:00 AM;Jan 11, 2020 5:00 AM;46,506.50;31,297.25
Jan 11, 2020 5:00 AM;Jan 11, 2020 6:00 AM;46,860.75;31,910.25
Jan 11, 2020 6:00 AM;Jan 11, 2020 7:00 AM;48,567.25;33,574.75
Jan 11, 2020 7:00 AM;Jan 11, 2020 8:00 AM;51,899.75;36,720.75
Jan 11, 2020 8:00 AM;Jan 11, 2020 9:00 AM;55,240.75;39,476.25
Jan 11, 2020 9:00 AM;Jan 11, 2020 10:00 AM;57,955.00;39,859.50
Jan 11, 2020 10:00 AM;Jan 11, 2020 11:00 AM;59,407.50;38,166.75
Jan 11, 2020 11:00 AM;Jan 11, 2020 12:00 PM;60,441.75;36,641.00
Jan 11, 2020 12:00 PM;Jan 11, 2020 1:00 PM;60,333.25;34,935.00
Jan 11, 2020 1:00 PM;Jan 11, 2020 2:00 PM;58,848.75;33,473.75
Jan 11, 2020 2:00 PM;Jan 11, 2020 3:00 PM;57,533.75;33,310.75
Jan 11, 2020 3:00 PM;Jan 11, 2020 4:00 PM;57,015.25;34,292.25
Jan 11, 2020 4:00 PM;Jan 11, 2020 5:00 PM;57,754.75;35,462.25
Jan 11, 2020 5:00 PM;Jan 11, 2020 6:00 PM;60,163.25;36,356.75
Jan 11, 2020 6:00 PM;Jan 11, 2020 7:00 PM;60,709.00;35,159.00
Jan 11, 2020 7:00 PM;Jan 11, 2020 8:00 PM;59,215.75;32,325.25
Jan 11, 2020 8:00 PM;Jan 11, 2020 9:00 PM;55,913.75;28,167.75
Jan 11, 2020 9:00 PM;Jan 11, 2020 10:00 PM;53,401.25;25,155.50
Jan 11, 2020 10:00 PM;Jan 11, 2020 11:00 PM;52,404.50;24,021.00
Jan 11, 2020 11:00 PM;Jan 12, 2020 12:00 AM;49,547.25;21,126.50
Jan 12, 2020 12:00 AM;Jan 12, 2020 1:00 AM;45,717.50;16,395.75
Jan 12, 2020 1:00 AM;Jan 12, 2020 2:00 AM;43,580.25;14,176.25
Jan 12, 2020 2:00 AM;Jan 12, 2020 3:00 AM;42,817.50;13,163.00
Jan 12, 2020 3:00 AM;Jan 12, 2020 4:00 AM;42,512.00;12,667.00
Jan 12, 2020 4:00 AM;Jan 12, 2020 5:00 AM;42,683.25;12,649.00
Jan 12, 2020 5:00 AM;Jan 12, 2020 6:00 AM;42,649.75;12,308.50
Jan 12, 2020 6:00 AM;Jan 12, 2020 7:00 AM;42,844.75;11,968.75
Jan 12, 2020 7:00 AM;Jan 12, 2020 8:00 AM;45,127.00;13,833.25
Jan 12, 2020 8:00 AM;Jan 12, 2020 9:00 AM;47,729.00;15,684.75
Jan 12, 2020 9:00 AM;Jan 12, 2020 10:00 AM;50,657.00;16,450.50
Jan 12, 2020 10:00 AM;Jan 12, 2020 11:00 AM;53,106.25;16,438.25
Jan 12, 2020 11:00 AM;Jan 12, 2020 12:00 PM;55,160.75;16,918.75
Jan 12, 2020 12:00 PM;Jan 12, 2020 1:00 PM;55,124.00;16,517.75
Jan 12, 2020 1:00 PM;Jan 12, 2020 2:00 PM;53,980.25;16,137.50
Jan 12, 2020 2:00 PM;Jan 12, 2020 3:00 PM;52,994.25;16,870.50
Jan 12, 2020 3:00 PM;Jan 12, 2020 4:00 PM;52,363.75;18,170.00
Jan 12, 2020 4:00 PM;Jan 12, 2020 5:00 PM;53,477.75;20,390.00
Jan 12, 2020 5:00 PM;Jan 12, 2020 6:00 PM;56,514.00;23,621.00
Jan 12, 2020 6:00 PM;Jan 12, 2020 7:00 PM;57,928.00;25,340.75
Jan 12, 2020 7:00 PM;Jan 12, 2020 8:00 PM;56,870.75;24,814.25
Jan 12, 2020 8:00 PM;Jan 12, 2020 9:00 PM;54,661.00;23,571.50
Jan 12, 2020 9:00 PM;Jan 12, 2020 10:00 PM;52,963.25;23,134.50
Jan 12, 2020 10:00 PM;Jan 12, 2020 11:00 PM;52,952.50;25,020.25
Jan 12, 2020 11:00 PM;Jan 13, 2020 12:00 AM;50,154.75;24,221.00
Jan 13, 2020 12:00 AM;Jan 13, 2020 1:00 AM;46,103.00;18,900.50
Jan 13, 2020 1:00 AM;Jan 13, 2020 2:00 AM;44,057.50;19,700.25
Jan 13, 2020 2:00 AM;Jan 13, 2020 3:00 AM;43,633.50;21,849.00
Jan 13, 2020 3:00 AM;Jan 13, 2020 4:00 AM;44,084.50;24,673.75
Jan 13, 2020 4:00 AM;Jan 13, 2020 5:00 AM;45,893.25;28,389.25
Jan 13, 2020 5:00 AM;Jan 13, 2020 6:00 AM;49,343.25;32,866.50
Jan 13, 2020 6:00 AM;Jan 13, 2020 7:00 AM;57,260.50;41,456.25
Jan 13, 2020 7:00 AM;Jan 13, 2020 8:00 AM;63,283.50;47,945.50
Jan 13, 2020 8:00 AM;Jan 13, 2020 9:00 AM;66,052.25;50,950.25
Jan 13, 2020 9:00 AM;Jan 13, 2020 10:00 AM;66,554.75;50,398.25
Jan 13, 2020 10:00 AM;Jan 13, 2020 11:00 AM;67,565.75;50,166.75
Jan 13, 2020 11:00 AM;Jan 13, 2020 12:00 PM;67,882.50;49,603.00
Jan 13, 2020 12:00 PM;Jan 13, 2020 1:00 PM;67,848.00;49,197.00
Jan 13, 2020 1:00 PM;Jan 13, 2020 2:00 PM;67,996.75;49,951.50
Jan 13, 2020 2:00 PM;Jan 13, 2020 3:00 PM;67,259.25;50,726.00
